S.No,Timestamp,User_Id,Finle-Name,File-Format,Target-language,File-Size (KB)
167,21:19.8,ecad705f24114ea0853c830327f61fce,Sheet1Que1.docx,English,45.12695313,
168,21:42.7,ecad705f24114ea0853c830327f61fce,Sheet1Que1.docx,English,45.12695313,
169,23:31.0,ecad705f24114ea0853c830327f61fce,Sheet1Que1.docx,English,45.12695313,
170,24:29.1,ecad705f24114ea0853c830327f61fce,1.1.pdf,English,432.3886719,
171,27:06.8,ecad705f24114ea0853c830327f61fce,1.3.pdf,English,430.7285156,
172,27:23.9,ecad705f24114ea0853c830327f61fce,Anschreiben Veränderungen HG 2023 gesamt.pdf,German,1150.493164,
173,28:31.9,ecad705f24114ea0853c830327f61fce,1.3.pdf,English,430.7285156,
174,29:47.7,ecad705f24114ea0853c830327f61fce,Anschreiben Veränderungen HG 2023 gesamt.pdf,English,1150.493164,
175,31:36.1,ecad705f24114ea0853c830327f61fce,1.4.pdf,English,983.7382813,
176,38:08.7,ecad705f24114ea0853c830327f61fce,Anschreiben Veränderungen HG 2023 gesamt.pdf,English,1150.493164,
177,41:33.1,ecad705f24114ea0853c830327f61fce,Anschreiben Veränderungen HG 2023 gesamt.pdf,Dutch,1150.493164,
178,47:24.1,ecad705f24114ea0853c830327f61fce,CONTRACT - STRASSER - 18.03.2013.pdf,English,7819.576172,
179,48:25.6,ecad705f24114ea0853c830327f61fce,CN_00032928_2024-02-01_09-02-51.pdf,English,330.1054688,
180,23:28.6,ecad705f24114ea0853c830327f61fce,1.4.pdf,English,983.7382813,
181,36:44.4,ecad705f24114ea0853c830327f61fce,1.4.pdf,English,983.7382813,
182,27:28.6,ecad705f24114ea0853c830327f61fce,1.4.pdf,English,983.7382813,
183,49:42.9,ecad705f24114ea0853c830327f61fce,Fluke GmbH 04.03. bis 08.03.2024 neu.pdf,English,138.4931641,
184,55:51.4,ecad705f24114ea0853c830327f61fce,1.4.pdf,English,983.7382813,
185,57:47.6,ecad705f24114ea0853c830327f61fce,1.4.pdf,English,983.7382813,
186,14:57.9,ecad705f24114ea0853c830327f61fce,1.4.pdf,English,983.7382813,
187,18:18.5,ecad705f24114ea0853c830327f61fce,2.2.pdf,English,432.3886719,
188,19:57.0,ecad705f24114ea0853c830327f61fce,2.3.1.pdf,English,372.1855469,
189,21:44.4,ecad705f24114ea0853c830327f61fce,2.3.2.pdf,English,284.5664063,
190,54:23.5,adusures,Trail.lntrans.lation - Copy,.txt,Italian,0.559570313
191,31:37.9,ecad705f24114ea0853c830327f61fce,Sheet1Que1.docx,English,45.12695313,
192,35:48.4,ecad705f24114ea0853c830327f61fce,Sheet1Que1.docx,English,45.12695313,
193,36:19.2,ecad705f24114ea0853c830327f61fce,Sheet1Que1.docx,English,45.12695313,
194,05:39.8,ecad705f24114ea0853c830327f61fce,contract Selmatec 1.pdf,English,0,
195,06:34.7,ecad705f24114ea0853c830327f61fce,contract Selmatec 2.pdf,English,0,
196,15:42.8,ecad705f24114ea0853c830327f61fce,BY-München_HRB_249643+AD-20231016124730.pdf,Chinese(Simplified),35.31933594,
197,24:12.7,ecad705f24114ea0853c830327f61fce,Exelsius Thermal Excellence - GDPR Addendum (19 May 2018)(fully signed).pdf,English,677.6025391,
198,01:17.7,ecad705f24114ea0853c830327f61fce,SOPAC-Agreement (signed)-2019.pdf,English,2694.539063,
199,07:31.6,ecad705f24114ea0853c830327f61fce,Specified Item Creation.pdf,French,3941.420898,
200,08:26.7,ecad705f24114ea0853c830327f61fce,Specified Item Creation.pdf,German,3941.420898,
201,09:08.9,ecad705f24114ea0853c830327f61fce,Specified Item Creation.pdf,Chinese(Simplified),3941.420898,
202,09:55.1,ecad705f24114ea0853c830327f61fce,Specified Item Creation.pdf,Dutch,3941.420898,
203,10:37.8,ecad705f24114ea0853c830327f61fce,Specified Item Creation.pdf,Polish,3941.420898,
204,12:17.9,ecad705f24114ea0853c830327f61fce,Specified Item Creation.pdf,Polish,3941.420898,
205,12:53.8,ecad705f24114ea0853c830327f61fce,Specified Item Creation.pdf,Spanish,3941.420898,
206,10:59.1,ecad705f24114ea0853c830327f61fce,flk-230667-en-emea-energy-efficiency-brochure-w.pdf,German,671.5126953,
207,11:06.0,ecad705f24114ea0853c830327f61fce,1_Classification of Hazardous Areas_V00.pdf,Spanish,764.2138672,
208,02:46.5,ecad705f24114ea0853c830327f61fce,1-1-2.pdf,English,96.02441406,
209,06:26.6,ecad705f24114ea0853c830327f61fce,1-2-1.pdf,English,145.109375,
210,12:53.4,ecad705f24114ea0853c830327f61fce,1-2-2.pdf,English,122.9746094,
211,15:19.8,ecad705f24114ea0853c830327f61fce,1-2-3.pdf,English,132.4736328,
212,16:58.5,ecad705f24114ea0853c830327f61fce,1-3-1.pdf,English,70.59570313,
213,19:04.8,ecad705f24114ea0853c830327f61fce,1-3-2.pdf,English,155.0029297,
214,21:36.9,ecad705f24114ea0853c830327f61fce,1-4-1.pdf,English,166.1826172,
215,23:00.0,ecad705f24114ea0853c830327f61fce,1-4-2.pdf,English,107.8125,
216,24:42.2,ecad705f24114ea0853c830327f61fce,2-4-1.pdf,English,94.52832031,
217,25:52.7,ecad705f24114ea0853c830327f61fce,2-1-1.pdf,English,30.50195313,
218,27:06.7,ecad705f24114ea0853c830327f61fce,2-2-1.pdf,English,99.93945313,
219,32:30.6,ecad705f24114ea0853c830327f61fce,2-2-2.pdf,English,129.1894531,
220,35:26.2,ecad705f24114ea0853c830327f61fce,2-3-2.pdf,English,139.7851563,
221,39:26.0,ecad705f24114ea0853c830327f61fce,2-3-3.pdf,English,198.0224609,
222,48:00.5,ecad705f24114ea0853c830327f61fce,2-5-1.pdf,English,154.6640625,
223,49:38.0,ecad705f24114ea0853c830327f61fce,2-6-1.pdf,English,115.6210938,
224,51:22.1,ecad705f24114ea0853c830327f61fce,2-7-1.pdf,English,125.6054688,
225,52:28.7,ecad705f24114ea0853c830327f61fce,2-8-1.pdf,English,27.65332031,
226,54:04.6,ecad705f24114ea0853c830327f61fce,2-8-2.pdf,English,38.63769531,
227,57:01.8,ecad705f24114ea0853c830327f61fce,2-1-1.pdf,English,30.50195313,
228,58:10.8,ecad705f24114ea0853c830327f61fce,2-7-1.pdf,English,125.6054688,
229,02:17.3,ecad705f24114ea0853c830327f61fce,1-3-2.pdf,English,155.0029297,
230,36:56.0,ecad705f24114ea0853c830327f61fce,1-1-2.pdf,English,58.81445313,
231,42:20.0,adusures,Trail_lntranslation,.docx,French,12.25976563
232,48:44.3,root,Trail.lntrans.lation - Copy,.txt,Dutch,0.559570313
233,54:29.0,root,01-01-2001,.pdf,English,52.42089844
234,57:37.1,root,02-Apr,.pdf,English,40.59570313
235,59:07.2,root,02-May,.pdf,English,38.31347656
236,00:42.8,root,02-Jun,.pdf,English,64.2578125
237,03:34.8,root,Trail_lntranslation,.pptx,Chinese(Simplified),39.70410156
238,04:21.5,root,02-Jul,.pdf,English,73.91015625
239,06:09.0,root,02-Aug,.pdf,English,42.50878906
240,10:48.4,root,3rd Party audit_CN,.pdf,English,3774.360352
241,12:16.3,root,SDS List_CN,.pdf,English,556.6259766
242,49:51.0,root,PA_FNET_Exclusive Savings promo_EN-EU_FINAL H1,.docx,German,104.5449219
243,51:22.1,root,[White Paper]Partial Discharge,.pdf,Spanish,567.6875
244,51:56.9,root,[White Paper]Partial Discharge,.pdf,Spanish,567.6875
245,52:39.8,root,flk-230282-pt-MecQ-launch-brochure-p,.pdf,Spanish,6128.640625
246,10:36.0,root,Employee handbook,.jpg,English,23.07324219
247,14:48.1,root,Doc1,.pdf,English,33.39550781
248,22:28.4,root,Pre-Implementation-Assessment (PIA),.pdf,Italian,850.7880859
249,23:23.2,root,KickStart,.pdf,Italian,961.0117188
250,23:48.7,root,eMaint Critical Success Factor Workshop (CSFW) Data Sheet,.pdf,Italian,707.1738281
251,39:11.5,root,flk-230667-en-emea-energy-efficiency-brochure-w,.pdf,French,671.5126953
252,35:54.1,root,flk-230667-en-emea-energy-efficiency-brochure-w,.pdf,Italian,671.5126953
253,40:17.9,root,9ea07e9d-3ac2-48a8-897f-352abe6eeb60,.jpeg,Slovak,411.8710938
254,41:39.1,root,9ea07e9d-3ac2-48a8-897f-352abe6eeb60,.jpeg,Slovak,411.8710938
255,44:25.5,root,9ea07e9d-3ac2-48a8-897f-352abe6eeb60-compressed,.pdf,Slovak,332.2910156
256,45:13.8,root,9ea07e9d-3ac2-48a8-897f-352abe6eeb60-compressed,.pdf,Slovak,332.2910156
257,45:30.9,root,Syncing Revisions in PLM,.pdf,French,444.6796875
258,46:07.9,root,Syncing Revisions in PLM,.pdf,German,444.6796875
259,46:34.1,root,9ea07e9d-3ac2-48a8-897f-352abe6eeb60-compressed,.pdf,Slovak,332.2910156
260,46:58.9,root,Syncing Revisions in PLM,.pdf,Chinese(Simplified),444.6796875
